id,institution,topic,count
6639,University of Erlangen-Nuremberg,Cryptography and Security,3
6640,University of Erlangen-Nuremberg,Symplectic Geometry,3
6641,University of Erlangen-Nuremberg,Machine Learning,3
6642,University of Erlangen-Nuremberg,Populations and Evolution,3
6643,University of Erlangen-Nuremberg,Networking and Internet Architecture,3
6644,University of Erlangen-Nuremberg,Complex Variables,2
6645,University of Erlangen-Nuremberg,Physics Education,2
6646,University of Erlangen-Nuremberg,Systems and Control,2
6647,University of Erlangen-Nuremberg,Other Condensed Matter,2
6648,University of Erlangen-Nuremberg,Applications,2
6649,University of Erlangen-Nuremberg,Emerging Technologies,2
6650,University of Erlangen-Nuremberg,Accelerator Physics,2
6651,University of Erlangen-Nuremberg,Applied Physics,2
6652,University of Erlangen-Nuremberg,Social and Information Networks,2
6653,University of Erlangen-Nuremberg,General Physics,1
6654,University of Erlangen-Nuremberg,Optics,1
6655,University of Erlangen-Nuremberg,Signal Processing,1
6656,University of Erlangen-Nuremberg,Atomic Physics,1
6657,University of Erlangen-Nuremberg,Pattern Formation and Solitons,1
6658,University of Erlangen-Nuremberg,Computational Finance,1
6659,University of Erlangen-Nuremberg,General Mathematics,1
6660,University of Erlangen-Nuremberg,General Relativity and Quantum Cosmology,1
6661,University of Erlangen-Nuremberg,Physics and Society,1
6662,University of Erlangen-Nuremberg,Neural and Evolutionary Computing,1
6663,University of Erlangen-Nuremberg,Digital Libraries,1
6664,University of Erlangen-Nuremberg,Statistics Theory,1
6665,University of Erlangen-Nuremberg,Atomic and Molecular Clusters,1
6666,University of Erlangen-Nuremberg,Computer Science and Game Theory,1
6667,University of Florence,Statistical Mechanics,83
6668,University of Florence,Combinatorics,38
6669,University of Florence,Computer Vision and Pattern Recognition,35
6670,University of Florence,Algebraic Geometry,34
6671,University of Florence,Populations and Evolution,31
6672,University of Florence,Mathematical Physics,31
6673,University of Florence,Optimization and Control,26
6674,University of Florence,Logic,25
6675,University of Florence,Physics and Society,23
6676,University of Florence,Logic in Computer Science,21
6677,University of Florence,Dynamical Systems,21
6678,University of Florence,High Energy Physics - Phenomenology,20
6679,University of Florence,Multimedia,17
6680,University of Florence,Cellular Automata and Lattice Gases,16
6681,University of Florence,Earth and Planetary Astrophysics,16
6682,University of Florence,Popular Physics,15
6683,University of Florence,Plasma Physics,15
6684,University of Florence,Disordered Systems and Neural Networks,13
6685,University of Florence,Quantum Physics,12
6686,University of Florence,General Relativity and Quantum Cosmology,12
6687,University of Florence,Artificial Intelligence,11
6688,University of Florence,Databases,11
6689,University of Florence,Complex Variables,10
6690,University of Florence,"Distributed, Parallel, and Cluster Computing",10
6691,University of Florence,Solar and Stellar Astrophysics,9
6692,University of Florence,Analysis of PDEs,8
6693,University of Florence,Applications,8
6694,University of Florence,Soft Condensed Matter,8
6695,University of Florence,Human-Computer Interaction,8
6696,University of Florence,Adaptation and Self-Organizing Systems,8
6697,University of Florence,Rings and Algebras,7
6698,University of Florence,Geometric Topology,6
6699,University of Florence,General Topology,6
6700,University of Florence,Computational Complexity,6
6701,University of Florence,Number Theory,6
6702,University of Florence,Discrete Mathematics,6
6703,University of Florence,Machine Learning,6
6704,University of Florence,"Data Analysis, Statistics and Probability",6
6705,University of Florence,Operator Algebras,6
6706,University of Florence,Probability,6
6707,University of Florence,Geophysics,6
6708,University of Florence,Social and Information Networks,6
6709,University of Florence,Cryptography and Security,5
6710,University of Florence,Materials Science,4
6711,University of Florence,Methodology,4
6712,University of Florence,Software Engineering,4
6713,University of Florence,Applied Physics,4
6714,University of Florence,Biomolecules,4
6715,University of Florence,Statistics Theory,4
6716,University of Florence,Mesoscale and Nanoscale Physics,4
6717,University of Florence,Chemical Physics,3
6718,University of Florence,Instrumentation and Detectors,3
6719,University of Florence,Data Structures and Algorithms,3
6720,University of Florence,Statistical Finance,3
6721,University of Florence,Classical Analysis and ODEs,3
6722,University of Florence,High Energy Physics - Theory,3
6723,University of Florence,Systems and Control,3
6724,University of Florence,Astrophysics of Galaxies,3
6725,University of Florence,Formal Languages and Automata Theory,2
6726,University of Florence,Other Computer Science,2
6727,University of Florence,Computational Geometry,2
6728,University of Florence,Numerical Analysis,2
6729,University of Florence,Image and Video Processing,2
6730,University of Florence,Optics,2
6731,University of Florence,Cosmology and Nongalactic Astrophysics,2
6732,University of Florence,General Finance,2
6733,University of Florence,Networking and Internet Architecture,2
6734,University of Florence,"Computational Engineering, Finance, and Science",2
6735,University of Florence,General Physics,2
6736,University of Florence,Quantitative Methods,2
6737,University of Florence,Multiagent Systems,2
6738,University of Florence,High Energy Astrophysical Phenomena,2
6739,University of Florence,Algebraic Topology,2
6740,University of Florence,Computation and Language,1
6741,University of Florence,High Energy Physics - Experiment,1
6742,University of Florence,Fluid Dynamics,1
6743,University of Florence,Chaotic Dynamics,1
6744,University of Florence,Signal Processing,1
6745,University of Florence,Machine Learning,1
6746,University of Florence,Instrumentation and Methods for Astrophysics,1
6747,University of Florence,Neural and Evolutionary Computing,1
6748,University of Florence,K-Theory and Homology,1
6749,University of Florence,Exactly Solvable and Integrable Systems,1
6750,University of Florence,Programming Languages,1
6751,University of Florence,Computers and Society,1
6752,University of Florence,Information Theory,1
6753,University of Florence,Medical Physics,1
6754,University of Florence,Biological Physics,1
6755,University of Florence,Sound,1
6756,University of Florence,Digital Libraries,1
6757,University of Florence,Category Theory,1
6758,University of Florence,Neurons and Cognition,1
6759,University of Florida,Combinatorics,181
6760,University of Florida,Superconductivity,108
6761,University of Florida,Computer Vision and Pattern Recognition,91
6762,University of Florida,Number Theory,86
6763,University of Florida,Mesoscale and Nanoscale Physics,84
6764,University of Florida,Machine Learning,84
6765,University of Florida,Materials Science,77
6766,University of Florida,Dynamical Systems,76
6767,University of Florida,Optics,66
6768,University of Florida,Solar and Stellar Astrophysics,55
6769,University of Florida,High Energy Physics - Phenomenology,55
6770,University of Florida,Probability,52
6771,University of Florida,High Energy Astrophysical Phenomena,51
6772,University of Florida,Quantum Physics,49
6773,University of Florida,Strongly Correlated Electrons,48
6774,University of Florida,Numerical Analysis,45
6775,University of Florida,Information Theory,44
6776,University of Florida,Optimization and Control,43
6777,University of Florida,Cosmology and Nongalactic Astrophysics,43
6778,University of Florida,Statistics Theory,42
6779,University of Florida,Computation and Language,41
6780,University of Florida,Instrumentation and Methods for Astrophysics,37
6781,University of Florida,Networking and Internet Architecture,37
6782,University of Florida,General Relativity and Quantum Cosmology,31
6783,University of Florida,Nuclear Theory,31
6784,University of Florida,Software Engineering,30
6785,University of Florida,Physics and Society,29
6786,University of Florida,Analysis of PDEs,29
6787,University of Florida,Methodology,28
6788,University of Florida,Statistical Mechanics,27
6789,University of Florida,Disordered Systems and Neural Networks,25
6790,University of Florida,Differential Geometry,25
6791,University of Florida,Data Structures and Algorithms,24
6792,University of Florida,High Energy Physics - Experiment,23
6793,University of Florida,Artificial Intelligence,23
6794,University of Florida,Geometric Topology,21
6795,University of Florida,Applications,20
6796,University of Florida,Chemical Physics,20
6797,University of Florida,Image and Video Processing,18
6798,University of Florida,Earth and Planetary Astrophysics,18
6799,University of Florida,Astrophysics of Galaxies,15
6800,University of Florida,Logic,15
6801,University of Florida,"Distributed, Parallel, and Cluster Computing",15
6802,University of Florida,Machine Learning,12
6803,University of Florida,Populations and Evolution,11
6804,University of Florida,Signal Processing,11
6805,University of Florida,Computer Science and Game Theory,11
6806,University of Florida,Algebraic Topology,11
6807,University of Florida,High Energy Physics - Theory,11
6808,University of Florida,Molecular Networks,11
6809,University of Florida,Algebraic Geometry,11
6810,University of Florida,Robotics,11
6811,University of Florida,Classical Analysis and ODEs,11
6812,University of Florida,Logic in Computer Science,9
6813,University of Florida,Applied Physics,9
6814,University of Florida,High Energy Physics - Lattice,9
6815,University of Florida,Human-Computer Interaction,9
6816,University of Florida,Social and Information Networks,9
6817,University of Florida,Quantum Gases,9
6818,University of Florida,Graphics,8
6819,University of Florida,Systems and Control,8
6820,University of Florida,Medical Physics,8
6821,University of Florida,Mathematical Software,8
6822,University of Florida,Instrumentation and Detectors,7
6823,University of Florida,Fluid Dynamics,7
6824,University of Florida,Discrete Mathematics,6
6825,University of Florida,Cryptography and Security,6
6826,University of Florida,Econometrics,6
6827,University of Florida,Functional Analysis,6
6828,University of Florida,Group Theory,6
6829,University of Florida,Computational Geometry,6
6830,University of Florida,Biological Physics,5
6831,University of Florida,History and Philosophy of Physics,5
6832,University of Florida,Quantitative Methods,5
6833,University of Florida,Mathematical Physics,5
6834,University of Florida,Biomolecules,5
6835,University of Florida,Information Retrieval,5
6836,University of Florida,Databases,5
6837,University of Florida,Multiagent Systems,5
6838,University of Florida,Plasma Physics,4
6839,University of Florida,Geophysics,4
6840,University of Florida,Multimedia,4
6841,University of Florida,Nuclear Experiment,4
6842,University of Florida,Representation Theory,4
6843,University of Florida,Atomic and Molecular Clusters,3
6844,University of Florida,Statistical Finance,3
6845,University of Florida,Atomic Physics,3
6846,University of Florida,Neurons and Cognition,3
6847,University of Florida,Computational Physics,3
6848,University of Florida,Audio and Speech Processing,3
6849,University of Florida,Genomics,2
6850,University of Florida,Soft Condensed Matter,2
6851,University of Florida,Computers and Society,2
6852,University of Florida,Metric Geometry,2
6853,University of Florida,Chaotic Dynamics,2
6854,University of Florida,Cell Behavior,2
6855,University of Florida,Neural and Evolutionary Computing,2
6856,University of Florida,Quantum Algebra,2
6857,University of Florida,Digital Libraries,2
6858,University of Florida,Atmospheric and Oceanic Physics,2
6859,University of Florida,Portfolio Management,1
6860,University of Florida,K-Theory and Homology,1
6861,University of Florida,General Topology,1
6862,University of Florida,Emerging Technologies,1
6863,University of Florida,Category Theory,1
6864,University of Florida,Pattern Formation and Solitons,1
6865,University of Florida,Commutative Algebra,1
6866,University of Florida,Computational Complexity,1
6867,University of Florida,Programming Languages,1
6868,University of Florida,Systems and Control,1
6869,University of Florida,Hardware Architecture,1
6870,University of Freiburg,High Energy Physics - Phenomenology,257
6871,University of Freiburg,General Relativity and Quantum Cosmology,224
6872,University of Freiburg,Quantum Physics,156
6873,University of Freiburg,Logic in Computer Science,85
6874,University of Freiburg,High Energy Physics - Theory,59
6875,University of Freiburg,Statistical Mechanics,59
6876,University of Freiburg,Logic,57
6877,University of Freiburg,Metric Geometry,44
6878,University of Freiburg,Nuclear Experiment,31
6879,University of Freiburg,Artificial Intelligence,25
6880,University of Freiburg,Numerical Analysis,25
6881,University of Freiburg,Mesoscale and Nanoscale Physics,23
6882,University of Freiburg,Probability,19
6883,University of Freiburg,Computational Complexity,19
6884,University of Freiburg,Data Structures and Algorithms,14
6885,University of Freiburg,Materials Science,13
6886,University of Freiburg,Optimization and Control,12
6887,University of Freiburg,Mathematical Physics,12
6888,University of Freiburg,Numerical Analysis,12
6889,University of Freiburg,Symbolic Computation,12
6890,University of Freiburg,Computer Vision and Pattern Recognition,11
6891,University of Freiburg,Combinatorics,11
6892,University of Freiburg,Software Engineering,11
6893,University of Freiburg,Computers and Society,10
6894,University of Freiburg,Quantum Algebra,10
6895,University of Freiburg,Chemical Physics,10
6896,University of Freiburg,Nuclear Theory,9
6897,University of Freiburg,Group Theory,9
6898,University of Freiburg,Machine Learning,8
6899,University of Freiburg,History and Philosophy of Physics,8
6900,University of Freiburg,Computational Physics,7
6901,University of Freiburg,Machine Learning,7
6902,University of Freiburg,Information Theory,6
6903,University of Freiburg,Performance,6
6904,University of Freiburg,Computational Geometry,6
6905,University of Freiburg,Chaotic Dynamics,6
6906,University of Freiburg,Systems and Control,5
6907,University of Freiburg,Cryptography and Security,5
6908,University of Freiburg,Databases,5
6909,University of Freiburg,Applications,4
6910,University of Freiburg,Quantum Gases,4
6911,University of Freiburg,Hardware Architecture,4
6912,University of Freiburg,Cosmology and Nongalactic Astrophysics,4
6913,University of Freiburg,Programming Languages,4
6914,University of Freiburg,Social and Information Networks,4
6915,University of Freiburg,Differential Geometry,4
6916,University of Freiburg,Physics and Society,4
6917,University of Freiburg,High Energy Physics - Lattice,4
6918,University of Freiburg,Systems and Control,3
6919,University of Freiburg,Analysis of PDEs,2
6920,University of Freiburg,Robotics,2
6921,University of Freiburg,Methodology,2
6922,University of Freiburg,Statistics Theory,2
6923,University of Freiburg,Trading and Market Microstructure,2
6924,University of Freiburg,Mathematical Software,2
6925,University of Freiburg,Other Condensed Matter,2
6926,University of Freiburg,Neurons and Cognition,2
6927,University of Freiburg,Human-Computer Interaction,1
6928,University of Freiburg,Plasma Physics,1
6929,University of Freiburg,Portfolio Management,1
6930,University of Freiburg,Pricing of Securities,1
6931,University of Freiburg,Mathematical Finance,1
6932,University of Freiburg,Information Retrieval,1
6933,University of Freiburg,Digital Libraries,1
6934,University of Freiburg,Discrete Mathematics,1
6935,University of Freiburg,Statistical Finance,1
6936,University of Freiburg,High Energy Physics - Experiment,1
6937,University of Freiburg,Computer Science and Game Theory,1
6938,University of Freiburg,Risk Management,1
6939,University of Freiburg,Atomic and Molecular Clusters,1
6940,University of Freiburg,Formal Languages and Automata Theory,1
6941,University of Freiburg,Strongly Correlated Electrons,1
6942,University of Freiburg,Disordered Systems and Neural Networks,1
6943,University of Freiburg,Networking and Internet Architecture,1
6944,University of Freiburg,High Energy Astrophysical Phenomena,1
6945,University of Freiburg,Representation Theory,1
6946,University of Freiburg,Popular Physics,1
6947,University of Freiburg,"Distributed, Parallel, and Cluster Computing",1
6948,University of Freiburg,Biological Physics,1
6949,University of Freiburg,Adaptation and Self-Organizing Systems,1
6950,University of Freiburg,Operator Algebras,1
6951,University of Freiburg,Optics,1
6952,University of Freiburg,Image and Video Processing,1
6953,University of Freiburg,Classical Physics,1
6954,University of Göttingen,Differential Geometry,34
6955,University of Göttingen,Machine Learning,33
6956,University of Göttingen,Geometric Topology,31
6957,University of Göttingen,Networking and Internet Architecture,29
6958,University of Göttingen,K-Theory and Homology,27
6959,University of Göttingen,High Energy Physics - Phenomenology,22
6960,University of Göttingen,Quantum Algebra,19
6961,University of Göttingen,Computer Vision and Pattern Recognition,16
6962,University of Göttingen,Plasma Physics,16
6963,University of Göttingen,Complex Variables,14
6964,University of Göttingen,Strongly Correlated Electrons,13
6965,University of Göttingen,High Energy Physics - Theory,13
6966,University of Göttingen,Representation Theory,11
6967,University of Göttingen,Dynamical Systems,11
6968,University of Göttingen,Nuclear Experiment,10
6969,University of Göttingen,Quantum Physics,10
6970,University of Göttingen,Mathematical Physics,9
6971,University of Göttingen,Artificial Intelligence,8
6972,University of Göttingen,Methodology,8
6973,University of Göttingen,High Energy Physics - Experiment,7
6974,University of Göttingen,Probability,7
6975,University of Göttingen,Algebraic Topology,6
6976,University of Göttingen,Number Theory,6
6977,University of Göttingen,Earth and Planetary Astrophysics,6
6978,University of Göttingen,Statistics Theory,6
6979,University of Göttingen,Solar and Stellar Astrophysics,6
6980,University of Göttingen,Analysis of PDEs,5
6981,University of Göttingen,Cosmology and Nongalactic Astrophysics,5
6982,University of Göttingen,Astrophysics of Galaxies,5
6983,University of Göttingen,Group Theory,5
6984,University of Göttingen,Information Theory,5
6985,University of Göttingen,Information Retrieval,5
6986,University of Göttingen,Robotics,4
6987,University of Göttingen,Numerical Analysis,4
6988,University of Göttingen,"Distributed, Parallel, and Cluster Computing",4
6989,University of Göttingen,Social and Information Networks,4
6990,University of Göttingen,Instrumentation and Methods for Astrophysics,4
6991,University of Göttingen,Algebraic Geometry,4
6992,University of Göttingen,Metric Geometry,4
6993,University of Göttingen,Rings and Algebras,4
6994,University of Göttingen,Materials Science,4
6995,University of Göttingen,Commutative Algebra,3
6996,University of Göttingen,Nuclear Theory,3
6997,University of Göttingen,High Energy Astrophysical Phenomena,3
6998,University of Göttingen,Machine Learning,3
6999,University of Göttingen,Mesoscale and Nanoscale Physics,2
7000,University of Göttingen,Classical Physics,2
7001,University of Göttingen,Computation and Language,2
7002,University of Göttingen,Optics,2
7003,University of Göttingen,Other Condensed Matter,2
7004,University of Göttingen,Databases,2
7005,University of Göttingen,Graphics,2
7006,University of Göttingen,Computation,2
7007,University of Göttingen,Operator Algebras,2
7008,University of Göttingen,Symplectic Geometry,2
7009,University of Göttingen,Quantum Gases,2
7010,University of Göttingen,Data Structures and Algorithms,1
7011,University of Göttingen,Mathematical Software,1
7012,University of Göttingen,"Computational Engineering, Finance, and Science",1
7013,University of Göttingen,Cryptography and Security,1
7014,University of Göttingen,General Topology,1
7015,University of Göttingen,Logic,1
7016,University of Göttingen,Functional Analysis,1
7017,University of Göttingen,Computer Science and Game Theory,1
7018,University of Göttingen,Systems and Control,1
7019,University of Göttingen,Instrumentation and Detectors,1
7020,University of Göttingen,Numerical Analysis,1
7021,University of Göttingen,General Relativity and Quantum Cosmology,1
7022,University of Göttingen,Superconductivity,1
7023,University of Göttingen,Accelerator Physics,1
7024,University of Göttingen,Computers and Society,1
7025,University of Göttingen,Populations and Evolution,1
7026,University of Göttingen,Hardware Architecture,1
7027,University of Göttingen,Adaptation and Self-Organizing Systems,1
7028,University of Göttingen,Neural and Evolutionary Computing,1
7029,University of Göttingen,Medical Physics,1
7030,University of Göttingen,Image and Video Processing,1
7031,University of Göttingen,Statistical Mechanics,1
7032,University of Göttingen,Signal Processing,1
7033,University of Göttingen,Fluid Dynamics,1
7034,University of Hamburg,High Energy Physics - Phenomenology,235
7035,University of Hamburg,High Energy Physics - Theory,134
7036,University of Hamburg,Combinatorics,117
7037,University of Hamburg,Strongly Correlated Electrons,78
7038,University of Hamburg,Mesoscale and Nanoscale Physics,74
7039,University of Hamburg,Networking and Internet Architecture,43
7040,University of Hamburg,Neurons and Cognition,36
7041,University of Hamburg,Computer Vision and Pattern Recognition,28
7042,University of Hamburg,Artificial Intelligence,23
7043,University of Hamburg,Probability,23
7044,University of Hamburg,High Energy Astrophysical Phenomena,23
7045,University of Hamburg,Superconductivity,22
7046,University of Hamburg,Methodology,22
7047,University of Hamburg,Sound,22
7048,University of Hamburg,Physics and Society,20
7049,University of Hamburg,Analysis of PDEs,18
7050,University of Hamburg,Robotics,18
7051,University of Hamburg,Numerical Analysis,16
7052,University of Hamburg,Astrophysics of Galaxies,16
7053,University of Hamburg,Quantum Gases,16
7054,University of Hamburg,Image and Video Processing,16
7055,University of Hamburg,Machine Learning,13
7056,University of Hamburg,Quantum Physics,13
7057,University of Hamburg,Statistics Theory,13
7058,University of Hamburg,Optimization and Control,13
7059,University of Hamburg,Materials Science,12
7060,University of Hamburg,Dynamical Systems,12
7061,University of Hamburg,Differential Geometry,12
7062,University of Hamburg,Mathematical Physics,12
7063,University of Hamburg,Complex Variables,11
7064,University of Hamburg,Machine Learning,10
7065,University of Hamburg,General Relativity and Quantum Cosmology,10
7066,University of Hamburg,Computation and Language,10
7067,University of Hamburg,Logic,10
7068,University of Hamburg,Fluid Dynamics,9
7069,University of Hamburg,Computational Geometry,9
7070,University of Hamburg,Symplectic Geometry,8
7071,University of Hamburg,Numerical Analysis,8
7072,University of Hamburg,Number Theory,7
7073,University of Hamburg,Nuclear Theory,7
7074,University of Hamburg,History and Overview,7
7075,University of Hamburg,Solar and Stellar Astrophysics,6
7076,University of Hamburg,Other Statistics,6
7077,University of Hamburg,Rings and Algebras,6
7078,University of Hamburg,Applications,6
7079,University of Hamburg,Quantum Algebra,5
7080,University of Hamburg,Software Engineering,5
7081,University of Hamburg,Applied Physics,5
7082,University of Hamburg,Signal Processing,5
7083,University of Hamburg,Information Theory,5
7084,University of Hamburg,Representation Theory,5
7085,University of Hamburg,Neural and Evolutionary Computing,5
7086,University of Hamburg,Other Condensed Matter,4
7087,University of Hamburg,Statistical Mechanics,4
7088,University of Hamburg,Atomic Physics,4
7089,University of Hamburg,Biological Physics,4
7090,University of Hamburg,Cryptography and Security,4
7091,University of Hamburg,Classical Analysis and ODEs,3
7092,University of Hamburg,Systems and Control,3
7093,University of Hamburg,History and Philosophy of Physics,3
7094,University of Hamburg,Portfolio Management,3
7095,University of Hamburg,Databases,3
7096,University of Hamburg,Atmospheric and Oceanic Physics,3
7097,University of Hamburg,High Energy Physics - Lattice,3
7098,University of Hamburg,High Energy Physics - Experiment,3
7099,University of Hamburg,Logic in Computer Science,3
7100,University of Hamburg,Trading and Market Microstructure,3
7101,University of Hamburg,Geometric Topology,2
7102,University of Hamburg,Adaptation and Self-Organizing Systems,2
7103,University of Hamburg,Algebraic Geometry,2
7104,University of Hamburg,Group Theory,2
7105,University of Hamburg,Algebraic Topology,2
7106,University of Hamburg,Quantitative Methods,2
7107,University of Hamburg,Human-Computer Interaction,2
7108,University of Hamburg,Pattern Formation and Solitons,2
7109,University of Hamburg,Optics,2
7110,University of Hamburg,"Distributed, Parallel, and Cluster Computing",2
7111,University of Hamburg,Earth and Planetary Astrophysics,2
7112,University of Hamburg,General Economics,2
7113,University of Hamburg,Data Structures and Algorithms,2
7114,University of Hamburg,General Mathematics,2
7115,University of Hamburg,Computational Physics,1
7116,University of Hamburg,Econometrics,1
7117,University of Hamburg,Risk Management,1
7118,University of Hamburg,Category Theory,1
7119,University of Hamburg,Information Retrieval,1
7120,University of Hamburg,Cosmology and Nongalactic Astrophysics,1
7121,University of Hamburg,Exactly Solvable and Integrable Systems,1
7122,University of Hamburg,Metric Geometry,1
7123,University of Hamburg,Disordered Systems and Neural Networks,1
7124,University of Hamburg,General Physics,1
7125,University of Hamburg,Classical Physics,1
7126,University of Hamburg,Accelerator Physics,1
7127,University of Hamburg,Digital Libraries,1
7128,University of Hamburg,Soft Condensed Matter,1
7129,University of Hamburg,Instrumentation and Methods for Astrophysics,1
7130,University of Hamburg,Computers and Society,1
7131,University of Illinois at Chicago,Computation and Language,132
7132,University of Illinois at Chicago,Analysis of PDEs,120
7133,University of Illinois at Chicago,Mesoscale and Nanoscale Physics,100
7134,University of Illinois at Chicago,Quantum Physics,98
7135,University of Illinois at Chicago,Geometric Topology,94
7136,University of Illinois at Chicago,Computer Vision and Pattern Recognition,93
7137,University of Illinois at Chicago,Algebraic Geometry,90
7138,University of Illinois at Chicago,High Energy Physics - Phenomenology,87
7139,University of Illinois at Chicago,Machine Learning,76
7140,University of Illinois at Chicago,High Energy Astrophysical Phenomena,63
7141,University of Illinois at Chicago,Superconductivity,57
7142,University of Illinois at Chicago,Materials Science,44
7143,University of Illinois at Chicago,Number Theory,41
7144,University of Illinois at Chicago,Differential Geometry,41
7145,University of Illinois at Chicago,Strongly Correlated Electrons,39
7146,University of Illinois at Chicago,Logic in Computer Science,37
7147,University of Illinois at Chicago,Optimization and Control,33
7148,University of Illinois at Chicago,High Energy Physics - Theory,33
7149,University of Illinois at Chicago,Information Theory,29
7150,University of Illinois at Chicago,Combinatorics,27
7151,University of Illinois at Chicago,Earth and Planetary Astrophysics,27
7152,University of Illinois at Chicago,Functional Analysis,24
7153,University of Illinois at Chicago,Artificial Intelligence,23
7154,University of Illinois at Chicago,Dynamical Systems,23
7155,University of Illinois at Chicago,Networking and Internet Architecture,20
7156,University of Illinois at Chicago,Quantitative Methods,20
7157,University of Illinois at Chicago,"Distributed, Parallel, and Cluster Computing",18
7158,University of Illinois at Chicago,Numerical Analysis,18
7159,University of Illinois at Chicago,Probability,17
7160,University of Illinois at Chicago,Medical Physics,17
7161,University of Illinois at Chicago,Rings and Algebras,16
7162,University of Illinois at Chicago,Methodology,16
7163,University of Illinois at Chicago,Quantum Gases,16
7164,University of Illinois at Chicago,Signal Processing,16
7165,University of Illinois at Chicago,Cosmology and Nongalactic Astrophysics,14
7166,University of Illinois at Chicago,Classical Analysis and ODEs,14
7167,University of Illinois at Chicago,Social and Information Networks,14
7168,University of Illinois at Chicago,Software Engineering,14
7169,University of Illinois at Chicago,Cryptography and Security,14
7170,University of Illinois at Chicago,Machine Learning,13
7171,University of Illinois at Chicago,Mathematical Physics,13
7172,University of Illinois at Chicago,Robotics,12
7173,University of Illinois at Chicago,Optics,12
7174,University of Illinois at Chicago,Disordered Systems and Neural Networks,12
7175,University of Illinois at Chicago,Statistical Mechanics,12
7176,University of Illinois at Chicago,Image and Video Processing,11
7177,University of Illinois at Chicago,Populations and Evolution,11
7178,University of Illinois at Chicago,Physics and Society,10
7179,University of Illinois at Chicago,Nuclear Theory,10
7180,University of Illinois at Chicago,Computational Complexity,9
7181,University of Illinois at Chicago,Symplectic Geometry,9
7182,University of Illinois at Chicago,Soft Condensed Matter,9
7183,University of Illinois at Chicago,Data Structures and Algorithms,9
7184,University of Illinois at Chicago,Logic,8
7185,University of Illinois at Chicago,Commutative Algebra,8
7186,University of Illinois at Chicago,Other Condensed Matter,8
7187,University of Illinois at Chicago,Complex Variables,7
7188,University of Illinois at Chicago,"Computational Engineering, Finance, and Science",7
7189,University of Illinois at Chicago,History and Overview,7
7190,University of Illinois at Chicago,Algebraic Topology,7
7191,University of Illinois at Chicago,Genomics,7
7192,University of Illinois at Chicago,Symbolic Computation,7
7193,University of Illinois at Chicago,Instrumentation and Detectors,7
7194,University of Illinois at Chicago,Representation Theory,7
7195,University of Illinois at Chicago,Applied Physics,6
7196,University of Illinois at Chicago,Statistics Theory,6
7197,University of Illinois at Chicago,Quantum Algebra,6
7198,University of Illinois at Chicago,Astrophysics of Galaxies,6
7199,University of Illinois at Chicago,High Energy Physics - Experiment,5
7200,University of Illinois at Chicago,K-Theory and Homology,5
7201,University of Illinois at Chicago,Applications,5
7202,University of Illinois at Chicago,General Relativity and Quantum Cosmology,5
7203,University of Illinois at Chicago,General Physics,5
7204,University of Illinois at Chicago,Computers and Society,5
7205,University of Illinois at Chicago,Information Retrieval,5
7206,University of Illinois at Chicago,Numerical Analysis,4
7207,University of Illinois at Chicago,Discrete Mathematics,4
7208,University of Illinois at Chicago,Computational Physics,4
7209,University of Illinois at Chicago,Fluid Dynamics,4
7210,University of Illinois at Chicago,Databases,4
7211,University of Illinois at Chicago,Systems and Control,3
7212,University of Illinois at Chicago,Other Quantitative Biology,3
7213,University of Illinois at Chicago,Nuclear Experiment,3
7214,University of Illinois at Chicago,Solar and Stellar Astrophysics,3
7215,University of Illinois at Chicago,Plasma Physics,3
7216,University of Illinois at Chicago,Group Theory,3
7217,University of Illinois at Chicago,Pricing of Securities,3
7218,University of Illinois at Chicago,Category Theory,3
7219,University of Illinois at Chicago,Spectral Theory,3
7220,University of Illinois at Chicago,Sound,3
7221,University of Illinois at Chicago,Programming Languages,2
7222,University of Illinois at Chicago,Human-Computer Interaction,2
7223,University of Illinois at Chicago,Computer Science and Game Theory,2
7224,University of Illinois at Chicago,General Mathematics,2
7225,University of Illinois at Chicago,Mathematical Software,2
7226,University of Illinois at Chicago,Operator Algebras,2
7227,University of Illinois at Chicago,History and Philosophy of Physics,2
7228,University of Illinois at Chicago,General Topology,2
7229,University of Illinois at Chicago,Neural and Evolutionary Computing,1
7230,University of Illinois at Chicago,Biomolecules,1
7231,University of Illinois at Chicago,Multiagent Systems,1
7232,University of Illinois at Chicago,Instrumentation and Methods for Astrophysics,1
7233,University of Illinois at Chicago,Geophysics,1
7234,University of Illinois at Chicago,Chaotic Dynamics,1
7235,University of Illinois at Chicago,Graphics,1
7236,University of Illinois at Chicago,Econometrics,1
7237,University of Illinois at Chicago,Multimedia,1
7238,University of Illinois at Chicago,Space Physics,1
7239,University of Illinois at Chicago,General Finance,1
7240,University of Illinois at Chicago,Audio and Speech Processing,1
7241,University of Illinois at Chicago,Cellular Automata and Lattice Gases,1
7242,University of Illinois at Chicago,Atomic Physics,1
7243,University of Illinois at Urbana–Champaign,Computer Vision and Pattern Recognition,502
7244,University of Illinois at Urbana–Champaign,Machine Learning,373
7245,University of Illinois at Urbana–Champaign,Quantum Physics,299
7246,University of Illinois at Urbana–Champaign,Materials Science,174
7247,University of Illinois at Urbana–Champaign,Computation and Language,160
7248,University of Illinois at Urbana–Champaign,Information Theory,141
7249,University of Illinois at Urbana–Champaign,Optimization and Control,137
